id;slug;kod;override_title_onceki;note_onceki;yeni_ad
fe52c032-9220-4dee-8bb8-877ca044adb7;erkek-celik-bileklik-19-cm-NBB030;NBB030;Erkek Bileklik;;Erkek Siyah Gurmet Bileklik
145121f2-3200-4823-8ee4-8c3a340a4d45;erkek-celik-bileklik-19-cm-NBB026;NBB030;Erkek Bileklik;;Erkek Siyah Gurmet Bileklik
97809172-8794-40cc-a09e-50e037a6c0d7;celik-kolye-gold-45cm-NBK103;NBK103;Kolye 45 cm — Gold;;Zirkon Yaprak Kolye
a098161c-bbaa-4eed-89ee-43ce05f6a584;celik-kolye-gold-45cm-NBK100;NBK103;Kolye 45 cm — Gold;;Zirkon Yaprak Kolye
829b6600-e53d-430f-8e16-e23fc1a76120;celik-kolye-gold-45cm-NBK022;NBK103;Kolye 45 cm — Gold;;Zirkon Yaprak Kolye
6ffa5be8-8b68-48a1-b5b2-eb7b3f81e4bf;zirkon-tasli-kolye-gold-45-cm-NBK101;NBK101;Kolye 45 cm — Gold;;Zirkon Damla Kolye
3665a2e7-42ac-4a90-aa30-2c1a31b5a849;zirkon-tasli-kolye-gold-45-cm-NBK083;NBK101;Kolye 45 cm — Gold;;Zirkon Damla Kolye
fa88c85f-4579-462f-832d-03ef23dc3554;zirkon-tasli-kolye-gold-45-cm-NBK104;NBK104;Kolye 45 cm — Gold;;Zirkon Yuvarlak Madalyon Kolye
55742fcf-deba-453a-911e-8d5d0471b82f;celik-kolye-45cm-NBK093;NBK093;Kolye 45 cm;;İşlemeli Damla Kolye
3be6e5f2-48f1-4a0e-8e6b-e4499a8e3e0c;celik-kolye-45cm-NBK107;NBK107;Kolye 45 cm;;Tek İnci Kolye
435fef09-0f2c-4a23-8efe-aac08f598a22;celik-kolye-45-cm-silver-NBK018;NBK018;Kolye 45 cm;;Kalp Formlu Kolye
298fae6c-0d38-4366-94b6-189ea32053c7;modern-vintage-tas-tasarim-kupe-BKP087;BKP087;Vintage Küpe;;İnci Vintage Küpe
36f2afc3-3986-4a61-bde1-ccaea6ee1ae4;modern-vintage-tas-tasarim-kupe-BKP085;BKP085;Vintage Küpe;;Siyah Taşlı Vintage Küpe
1378405e-0a75-4eaa-b29a-7c4ef00660b8;vintage-model-gold-renk-kupe-BKP053;BKP053;Vintage Küpe;;Burgu Vintage Küpe
1d54019a-6f08-44af-b81d-61ca6b730e67;celik-kolye-gold-NBK124;NBK124;Kolye — Gold;;Yonca Çift Sıra Kolye
6a77bc12-bd95-404d-9bfe-609b91542144;celik-kolye-gold-NBK015;NBK015;Kolye — Gold;;Kelebek Turkuaz Kolye
e164285f-40f1-4331-8a83-e4348e08b77c;celik-kolye-gold-NBK012;NBK012;Kolye — Gold;;İnci Kalp Kolye
b55bfed8-0fef-44cc-813d-13faa264a2b6;renkli-celik-kolye-gold-NBK016;NBK012;Kolye — Gold;;İnci Kalp Kolye
990e89dc-3ae0-418c-9bde-1f58cc09a26a;celik-kolye-silver-NBK128;NBK128;Kolye — Silver;;Yılan Zincir Kolye
038ffd0b-b63e-4538-90d6-d9156d2e9a35;zirkon-tasli-kolye-silver-NBK099;NBK099;Kolye — Silver;;Zirkon Madalyon Kolye
7575d094-e2b0-49a4-b21f-2a81c6fd5119;celik-kolye-silver-NBK014;NBK014;Kolye — Silver;;Nazar Kalp Çift Sıra Kolye
e4c72bc6-242a-4eba-8ef2-c7a5fa407a9b;zarif-cicek-figurlu-gold-renk-celik-kupe-BKP106;BKP106;Çiçek Küpe;;Beş Yapraklı Çiçek Küpe
c329b8bc-d0fb-45f7-a09e-1c0e8324cce5;cicek-model-gold-renk-kupe-BKP019;BKP019;Çiçek Küpe;;Zirkon Ortalı Çiçek Küpe
8a4d611f-818e-434d-80a0-dd3fb8462266;kadin-gold-renk-paslanmaz-celik-yuzuk-Y033-7;Y033-7;Yüzük — Gold;;Düz Bant Yüzük
e49da104-372e-4d97-b3c3-838b03382ccc;kadin-gold-renk-paslanmaz-celik-yuzuk-Y033-9;Y033-7;Yüzük — Gold;;Düz Bant Yüzük
191c98ce-5c84-47ef-9596-5bd5b9af6409;kadin-gold-renk-paslanmaz-celik-yuzuk-Y033-8;Y033-7;Yüzük — Gold;;Düz Bant Yüzük
388a832f-253e-4fe6-96bc-2babbd3c0b59;kadin-gold-renk-paslanmaz-celik-yuzuk-Y033-6;Y033-7;Yüzük — Gold;;Düz Bant Yüzük
867503ce-3614-4de0-9fe0-8c2d054d2e5f;gold-renk-zirkon-tasli-yuzuk-NBY024;NBY024;Yüzük — Gold;;Burgu Fiyonk Yüzük
bf016930-7920-4921-862d-042fc1c745d0;yaz-esintisi-deniz-temali-gold-renk-charm-tasarimli-kadin-bi-NBB138;NBB138;Yaz Esintisi Bileklik;;Deniz Kabuğu Charm Bileklik
151a19b0-cc33-4199-b8d2-1e772bc9cf53;yaz-esintisi-deniz-temali-charm-tasarimli-bileklik-NBB134;NBB134;Yaz Esintisi Bileklik;;Güneş Yıldız Charm Bileklik
48b863c9-cde3-4bc4-b2fe-ff53d47a0937;yaz-esintisi-deniz-temali-charm-tasarimli-bileklik-NBB133;NBB134;Yaz Esintisi Bileklik;;Güneş Yıldız Charm Bileklik
c6addefc-cdbb-4a01-9dc0-d8d519dd12c1;pirinc-gold-renk-zirkon-tasli-kadin-kupe-BKP030;BKP030;Küpe — Gold;;Siyah Taşlı Düğme Küpe
61ab8a4a-5f42-46c9-a216-29dfd184af6a;celik-kupe-gold-BKP072;BKP072;Küpe — Gold;;Kalın Halka Küpe
1f352f81-aef3-4b1a-ad5c-ea1eaa31b64f;sik-uclu-form-gold-renk-kadin-kupe-BKP080;BKP080;Üçlü Küpe;;Üç Sıra Halka Küpe
928ccf9e-779b-4f7a-8e14-659e372de74f;celik-uclu-kupe-gold-BKP002;BKP080;Üçlü Küpe;;Üç Sıra Halka Küpe
058e3ef9-b2be-419d-b4c4-37bc315ff838;celik-uclu-kupe-gold-BKP007;BKP007;Üçlü Küpe;;Dal Formlu Küpe
29634c59-6a68-4205-acfc-ea86b14fbed1;erkek-celik-kolye-60-cm-NBK142;NBK143;Erkek Kolye;;Erkek Burgu Zincir Kolye
790de82c-edcb-486b-91c7-6db71e73be5d;erkek-celik-kolye-60-cm-NBK143;NBK143;Erkek Kolye;;Erkek Burgu Zincir Kolye
36d5ce72-239e-442c-b4c8-13d00d023955;erkek-celik-kolye-60-cm-NBK141;NBK143;Erkek Kolye;;Erkek Burgu Zincir Kolye
8504dbe1-6d92-40e3-b72d-cc824e8ee849;erkek-celik-kolye-60-cm-NBK146;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
7f01faf4-d788-4b3e-97b9-c43c02579c18;erkek-celik-kolye-60-cm-NBK140;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
e26a81b1-529c-474c-9c77-b3dacfc05dc3;erkek-celik-kolye-60-cm-NBK139;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
0620872e-dd27-4d5c-8875-f080044848f2;erkek-celik-kolye-silver-60cm-NBK037;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
88ddfde6-0ceb-4fd0-90d4-a7ed00f2420e;erkek-celik-kolye-silver-60cm-NBK040;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
1d35614d-7215-4cd0-a157-9234f590d5ee;erkek-celik-kolye-silver-60cm-NBK036;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
5a575581-5a9f-4fd4-9ff3-469841112033;erkek-celik-kolye-silver-60cm-NBK039;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
199a65b4-2241-4669-bc1a-bf047482957d;erkek-celik-kolye-silver-60cm-NBK038;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
36568838-1ad9-4154-bae3-02d9ee4117e4;erkek-celik-kolye-silver-60cm-NBK035;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
49e3fb69-b71a-4867-aff0-ec73a80ec055;erkek-celik-kolye-60cm-NBK032;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
ceeb28b4-829f-406a-97c9-99cdd8bdd667;erkek-celik-kolye-silver-60cm-NBK034;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
461e9e83-9e14-4d90-ab58-2c21612525fc;erkek-celik-kolye-silver-60-NBK033;NBK037;Erkek Kolye;;Erkek Örgü Zincir Kolye
cb21e54f-1785-424f-bc9d-a3cd2733bbc2;celik-kupe-silver-BKP073;BKP073;Küpe — Silver;;Zirkon Halka Küpe
a69807ba-9136-45ca-bfbf-53700d03bf6d;celik-kupe-silver-BKP071;BKP071;Küpe — Silver;;Sallantılı Zirkon Küpe
246eba6b-ba7c-447d-a023-b35bac5b3856;celik-kolye-silver-45cm-NBK094;NBK091;Kolye 45 cm — Silver;;İşlemeli Oval Madalyon Kolye
3187b7ea-0836-4fd7-bb88-336be23cc734;celik-kolye-silver-45cm-NBK096;NBK091;Kolye 45 cm — Silver;;İşlemeli Oval Madalyon Kolye
0817fd9b-d0cc-4a46-b3a3-f8fde1636e61;celik-kolye-silver-45-cm-NBK092;NBK091;Kolye 45 cm — Silver;;İşlemeli Oval Madalyon Kolye
ef70a8f2-5c98-4c4e-be05-f2c48b07e155;celik-zirkon-kolye-silver-45-cm-NBK091;NBK091;Kolye 45 cm — Silver;;İşlemeli Oval Madalyon Kolye
6ff169c5-eebb-4a8a-8b45-600246bf9609;zirkon-tasli-kolye-silver-45-cm-NBK102;NBK102;Kolye 45 cm — Silver;;Hilal Tek Taş Kolye
b96ff5d3-d5dc-4ddf-9e70-2e9f03cb8156;zirkon-tasli-kolye-silver-45-cm-NBK086;NBK102;Kolye 45 cm — Silver;;Hilal Tek Taş Kolye
d56b5eb8-d28b-4efe-a45a-f0c60d901344;celik-bileklik-gold-NBB015;NBB015;Bileklik — Gold;;Kelebek Mineli Çift Sıra Bileklik
ec9587b0-ffb2-456e-8a20-fad1459a123e;celik-bileklik-gold-NBB016;NBB015;Bileklik — Gold;;Kelebek Mineli Çift Sıra Bileklik
1935ec06-1fd0-48e7-a90d-0d904814f567;celik-bileklik-gold-NBB006;NBB015;Bileklik — Gold;;Kelebek Mineli Çift Sıra Bileklik
41b1d879-cb07-405d-bc98-c19e3b6b7da4;celik-bileklik-gold-NBB019;NBB019;Bileklik — Gold;;Yıldız Charm Renkli Bileklik
4876e8ad-2d89-4a1d-861c-b1f61e1c4bd6;celik-halka-kupe-gold-buyuk-BKP005;BKP005;Büyük Halka Küpe;;Gold Büyük Halka Küpe
16069bd8-d656-4c43-bd1b-a3b56d18e122;celik-halka-kupe-silver-buyuk-BKP006;BKP006;Büyük Halka Küpe;;Silver Büyük Halka Küpe
73d60808-a1f5-40ff-a712-69c9a69a729d;kare-form-mineli-gold-renk-kadin-kupe-KP091-;KP091-;Kare Küpe;;Bordo Mineli Kare Küpe
a2f7128b-bda9-4687-ad67-f7bcfddea2b7;kare-form-mineli-gold-renk-kadin-kupe-BKP090;BKP090;Kare Küpe;;Siyah Mineli Kare Küpe
93ce7e43-5b4e-4956-97f6-8fde11567129;316l-celik-gold-renk-kupe-seti-BKP049;BKP049;Küpe Set;;Üçlü Halka Küpe Seti
b7cf67c7-d75a-4278-ae8c-26223149ce88;316l-celik-gold-renk-kupe-seti-BKP023;BKP023;Küpe Set;;Kalp Halka Küpe Seti
8c7dc79b-4edb-48e2-a4a5-4b3aac2df890;gumus-renk-zincir-sallantili-zirkon-tasli-dort-yaprak-figurl-NBB093;NBB093;Zincir Dört Bileklik;;Silver Yıldız Charm Bileklik
f56dd147-7bf8-4fd9-aff4-5c1c4c96b55c;gold-renk-zincir-sallantili-zirkon-tasli-dort-yaprak-figurlu-NBB103;NBB103;Zincir Dört Bileklik;;Gold Çiçek Charm Bileklik
fa765169-ac8a-4e2d-84db-40343348f8f4;zirkon-tasli-gunes-ve-ay-model-gumus-renk-celik-kolye-NBK070;NBK070;Güneş Ay Kolye;;Silver Ay Yıldız Kolye
2c144730-24c0-4b66-9804-5a647002b45b;altin-renk-gunes-ve-ay-figurlu-charm-zincir-celik-kolye-NBK197;NBK197;Güneş Ay Kolye;;Gold Madalyon Güneş Kolye
1d9f257a-1dab-4365-9a74-b03d29fde2e6;mineli-karisik-renkli-gold-renk-kadin-kupe-BKP076;BKP076;Karışık Küpe;;Turuncu Taşlı Küpe
b9357f55-954b-486b-8680-ded22d5ce196;mineli-karisik-renkli-gold-renk-kupe-BKP056;BKP056;Karışık Küpe;;Renkli Baget Taşlı Küpe
8cdde334-b1b3-4076-84c3-dc136d8cbb78;celik-tarot-kolye-45cm-NBK020;NBK020;Tarot Kolye;;Silver Tarot Kart Kolye
98ccb834-6479-44e7-942c-6d590f047e64;celik-tarot-kolye-45cm-NBK019;NBK013;Tarot Kolye;;Gold Tarot Kart Kolye
bdaaf280-14f1-4fc1-8ede-868af6ea29d4;celik-tarot-kolye-45cm-NBK013;NBK013;Tarot Kolye;;Gold Tarot Kart Kolye
6f3b6f69-28f7-4983-ada3-9f767353a9cd;gold-renk-zirkon-tasli-925-ayar-gumus-civi-kupe-seti-BKP033;BKP033;Çivi Küpe Set;;Zirkon Taşlı Çivi Küpe Seti
629f354d-9118-48b8-abaa-c1a894c3e14b;gold-renk-925-ayar-gumus-civi-kupe-seti-BKP031;BKP031;Çivi Küpe Set;;Siyah Taşlı Çivi Küpe Seti
1b62c18b-0090-4d72-8a60-153886a8ec1c;gold-renk-islemeli-damla-kupe-BKP045;BKP045;Damla Küpe;;Dolgun Damla Küpe
926f538c-0478-4893-8bfd-db127e0638a9;damla-model-gold-renk-zirkon-tasli-kupe-BKP029;BKP029;Damla Küpe;;Zirkon Taşlı Damla Küpe
a9764cd1-7ca8-42f3-939e-87c18a5e26c8;celik-ince-italyan-model-bileklik-gold-NBB080;NBB080;İnce İtalyan Bileklik;;Gold İnce İtalyan Bileklik
1d14bc4e-b4ac-42bd-aae2-2f0a33b238db;celik-ince-italyan-model-bileklik-silver-NBB079;NBB079;İnce İtalyan Bileklik;;Silver İnce İtalyan Bileklik
217f5a6e-1169-4d01-9cd3-7fd0e3fb7326;316l-celik-gold-renk-tifany-zincir-model-kilit-figur-sallant-NBK048;NBK048;Tifany Zincir Kolye;;Kilit Figürlü Sallantılı Kolye
471c8cd1-acbf-4534-aa71-516e3b7ca9f6;316l-celik-gold-renk-zirkon-tasli-sallanti-fotograf-makinasi-NBK064;NBK064;Fotoğraf Makinası Kolye;;Fotoğraf Makinesi Kolye
95d554a0-46e9-40a2-814e-58b0c36fb0a1;pirinc-halka-model-gumus-renk-sag-kikirdak-kupe-BKP036;BKP036;Pirinç Halka Gümüş Sağ Kıkırdak Küpe;;Gümüş Halka Kıkırdak Küpe
5b367732-6768-4177-b2f2-86a392f2dc02;zirkon-tasli-yildiz-ve-ay-figurlu-gold-renk-3lu-kupe-seti-BKP039;BKP039;Zirkon Taşlı Yıldız ve Ay Figürlü Gold 3’lü Küpe Seti;;Yıldız Ay Küpe Seti
6d246c0f-eb60-4536-94c9-fe496432706e;yildiz-ve-gunes-figurlu-zirkon-tasli-sallantili-celik-gold-k-K169-1;K169-1;Yıldız ve Güneş Zirkon Taşlı Sallantılı Çelik Gold Kolye;;Yıldız Güneş Sallantılı Kolye
0e82093b-4bc5-4bfe-b2b6-611c7ad53aae;316l-celik-gold-renk-zincir-karisik-renk-mineli-cicek-isleme-NBK153;NBK153;Çelik Gold Zincir Mine Çiçek Zirkon Taş Kolye;;Mineli Çiçek Zirkon Kolye
608e0c95-49cc-470c-99fb-839a5e3232f0;316l-celik-gold-renk-zincir-mavi-mineli-incili-cicek-islemel-NBK052;NBK052;Çelik Gold Zincir Mavi Mine İncili Çiçek Kolye;;Mavi Mineli İnci Çiçek Kolye
121a0c37-809a-4a09-a341-773eadeaf354;316l-celik-zincir-mineli-sanatsal-portre-zirkon-tasli-gezege-NBB057;NBB057;Çelik Zincir Mine Zirkon Taşlı Gezegen Gold Bileklik;;Mineli Gezegen Bileklik
b37d5827-d6c1-4635-a3b0-303336cb9d4e;zirkon-tasli-kelebek-ve-yildiz-model-gold-renk-charm-bilekli-NBB053;NBB053;Zirkon Taşlı Kelebek Ve Yıldız Gold Charm Bileklik;;Kelebek Yıldız Charm Bileklik
88d1a8b9-9303-42be-bb03-4c77c169d6ef;316l-celik-gold-renk-zincir-zirkon-tasli-kugu-model-kolye-NBK068;NBK068;Çelik Gold Zincir Zirkon Taşlı Kuğu Kolye;;Zirkon Taşlı Kuğu Kolye
fd65bed0-af7c-497c-a311-d30d41e9a45e;celik-piercing-NBP003;NBP003;Çift Kristal Düz Piercing — Gold;;Çift Kristal Piercing — Gold
1a3b1015-9075-44cb-885f-b455bbc51b13;celik-piercing-NBP009;NBP009;Çift Kristal Düz Piercing — Silver;;Çift Kristal Piercing — Silver
2a100d40-4e11-44ff-89ea-42031c9f3e0b;gold-renk-zirkon-tasli-kalp-inci-detayli-ayarlanabilir-model-NBY020;NBY020;Gold Zirkon Taşlı Kalp İnci Yüzük;;Zirkon Kalp İnci Yüzük
af9f2ab5-bf5c-4fcb-89ee-cc421e3bea91;gumus-renk-kalp-model-yildiz-zirkon-tas-detay-yuzuk-NBY023;NBY023;Gümüş Kalp Yıldız Zirkon Taş Yüzük;;Kalp Yıldız Zirkon Yüzük
